Country Name,Time,GDP (current US$),GDP growth (annual %),GDP deflator (base year varies by country),"Inflation, consumer prices (annual %)",Real interest rate (%),"Official exchange rate (LCU per US$, period average)",Households and NPISHs Final consumption expenditure (current US$),Gross capital formation (current US$),Gross capital formation (% of GDP),General government final consumption expenditure (current US$),Exports of goods and services (current US$),Imports of goods and services (current US$),"Current account balance (BoP, current US$)","Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net inflows (BoP, current US$)","External debt stocks, total (DOD, current US$)","Total reserves (includes gold, current US$)","Population, total",Urban population,"Unemployment, total (% of total labor force) (modeled ILO estimate)","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","Industry (including construction), value added (current US$)","Services, value added (current US$)","Agriculture, forestry, and fishing, value added (current US$)","School enrollment, primary and secondary (gross), gender parity index (GPI)","Literacy rate, youth total (% of people ages 15-24)","Life expectancy at birth, total (years)",Electric power consumption (kWh per capita),Energy use (kg of oil equivalent per capita),Individuals using the Internet (% of population),Mobile cellular subscriptions (per 100 people),Gross savings (% of GDP)
Belgium,2012,4.98414E+11,0.215803612,88.4088007,2.839663434,,0.77833812,2.57721E+11,1.17567E+11,23.58823607,1.20582E+11,3.98976E+11,4.00398E+11,-413616611.6,2.36956901,11810272331,,30768939404,11106932,10856360,7.542,53.328,99661185756,3.42281E+11,4209481605,1.082520008,,80.38536585,8001.039351,4824.267212,80.7,110.856,24.22484818
Belgium,2013,5.24097E+11,0.305494549,89.65756587,1.11309594,,0.752945123,2.73738E+11,1.19017E+11,22.70894537,1.26862E+11,4.13572E+11,4.12266E+11,5078944280,-5.655617849,-29640924980,,26946175032,11159407,10912673,8.425,53.617,1.04375E+11,3.60586E+11,4007064936,1.082190037,,80.58780488,7991.464063,5000.376135,82.2,110.349,23.80638575
Belgium,2014,5.37987E+11,1.765540381,90.41104423,0.340002833,,0.752728197,2.77392E+11,1.25127E+11,23.25829598,1.29746E+11,4.27143E+11,4.25952E+11,4041465919,-2.826436236,-15205871358,,25444391273,11209057,10966157,8.523,53.575,1.05548E+11,3.72763E+11,3854777876,1.079849958,,81.28780488,7700.558575,4701.136259,85,113.6,24.03959079
Belgium,2015,4.61045E+11,1.474164337,91.42531015,0.561429153,,0.901296423,2.37358E+11,1.07527E+11,23.32236763,1.09181E+11,3.59051E+11,3.55885E+11,6363243452,-4.232614104,-19514245855,,24101851039,11274196,11034732,8.482,53.369,89796650582,3.2009E+11,3460681657,1.080549955,,80.99268293,7700.149971,4661.534532,85.1,113.292,23.96002586
Belgium,2016,4.74272E+11,1.19350273,93.15808412,1.973852647,,0.903421436,2.4418E+11,1.14686E+11,24.1815766,1.10742E+11,3.77606E+11,3.76759E+11,2646800223,12.13194202,57538351507,,23480922147,11331422,11095615,7.83,53.164,90576885511,3.30036E+11,3192751339,1.069659948,,81.43902439,7754.101824,4904.128198,86.5,110.749,23.66207912
Belgium,2017,5.00909E+11,1.474467616,95.00556118,2.12597086,,0.885205508,2.58784E+11,1.2188E+11,24.33183313,1.15799E+11,4.1798E+11,4.18057E+11,3518201465,-7.444237902,-37288840312,,26151437584,11375158,11143219,7.09,53.336,95946872457,3.47721E+11,3654292670,1.070240021,,81.49268293,7801.649876,4863.483722,87.7,99.8304,23.94646292
Belgium,2018,5.42639E+11,1.877968474,96.63707493,2.053164999,,0.846772667,2.8131E+11,1.38653E+11,25.55157676,1.25727E+11,4.53012E+11,4.60129E+11,-4743198690,-7.666495387,-41601387267,,26856799009,11427054,11198627,5.941,53.669,1.02907E+11,3.78093E+11,3606516977,1.07336998,,81.59512195,7748.278778,4660.133773,88.6,100.164,23.78136708
Belgium,2019,5.36726E+11,2.442890045,98.42895897,1.43681957,,0.893276257,2.75018E+11,1.32441E+11,24.67568223,1.23468E+11,4.45308E+11,4.42789E+11,660702346.9,-1.972529978,-10587088044,,28969986952,11488980,11263911,5.364,53.896,1.03275E+11,3.73214E+11,3857933056,1.079130054,,81.99512195,7673.440114,4773.932614,90.3,100.165,24.80204599
Belgium,2020,5.29694E+11,-4.792983908,100,0.740791812,,0.875506397,2.59818E+11,1.2749E+11,24.06856785,1.2872E+11,4.19501E+11,4.11855E+11,4632635829,-5.742352271,-30416922631,,33296227565,11538604,11316947,5.545,53.382,1.01072E+11,3.72584E+11,3775757677,1.08149004,,80.69512195,7420.741712,4358.941277,91.5,99.9101,24.98921591
Belgium,2021,5.98522E+11,6.207599813,102.7426271,2.440248511,,0.845494139,2.93116E+11,1.46291E+11,24.44200857,1.42686E+11,5.36428E+11,5.25243E+11,11165267240,5.905797106,35347519889,,41872371153,11586195,11368027,6.248,54.048,1.07713E+11,4.23447E+11,3919719662,,,81.7902439,7680.001933,4793.046871,92.8,101.463,26.29672924
Belgium,2022,5.93615E+11,4.259360737,109.7743077,9.597511729,,0.949623753,2.95771E+11,1.59833E+11,26.92536328,1.39417E+11,5.65356E+11,5.74024E+11,-7030836553,2.000464564,11875049209,,41273547745,11680210,11464477,5.57,54.575,1.15838E+11,4.15384E+11,4137533404,,,81.74878049,7282.403313,4333.042675,94,101.68,25.57201507
Belgium,2023,6.44655E+11,1.201691782,114.7230669,4.049010776,,0.924839558,3.24705E+11,1.63499E+11,25.36219645,1.53277E+11,5.42675E+11,5.46541E+11,-4503124767,-0.430636341,-2776119887,,40812779631,11787423,11573953,5.528,54.397,1.19508E+11,4.58293E+11,4958806052,,,82.39756098,6756.777966,3997.421958,94.6,103.196,24.76619686
Belgium,2024,6.64564E+11,1.018898625,116.9529454,3.143491365,,0.923889546,,1.59662E+11,24.02509251,,5.26467E+11,5.26554E+11,-5678970571,-5.352223759,-35568962017,,41449463816,11876844,11665911,5.488,54.28,1.16835E+11,4.7916E+11,5321956527,,,,,,,,23.99572199
Belize,2000,1138900000,12.24045958,83.27422952,3.067439669,14.35340791,2,722000000,300000000,26.34120643,163000000,488000000,611500000,-161571589.1,2.59589533,29564651.92,629903800.8,122898988.2,240799,109318,10.836,59.541,259650000,650700000,121150000,0.984929979,,68.911,,,5.96,6.98176,22.73157027
Belize,2001,1172800000,4.993967755,81.674153,3.651417866,17.71602668,2,779500000,259000000,22.08390177,176000000,491000000,601000000,-190365259.8,5.21613991,61174888.87,721979991.7,112041498.8,248379,112717,9.07,59.782,245900000,693450000,111450000,0.990159988,87.19999695,68.944,,,,15.7642,16.18170111
Belize,2002,1244650000,5.397123855,82.23925468,4.240266607,14.04509117,2,849500000,258500000,20.76889085,192000000,542500000,615000000,-165323926.7,2.04564953,25461176.88,849529037.9,114506518.2,256009,116136,10.04,60.022,248500000,746150000,114200000,,,69.528,,,5.68,20.2059,14.38053273
Belize,2003,1308900000,9.666655654,78.86127429,2.318082747,19.24290676,2,897500000,233000000,17.80120712,202500000,583000000,651500000,-184286483.1,-0.834651673,-10924755.75,1061730342,84684001.23,263780,119616,10.343,60.262,227550000,804200000,136850000,0.997969985,,69.819,,,,22.899,12.24715138
Belize,2004,1400850000,4.780840488,80.55028463,6.394430997,11.55249257,2,928500000,235000000,16.77552914,209500000,592000000,617500000,-154923751,7.959179524,111496166.4,965854392.5,48253483.79,271688,123156,10.584,60.501,246150000,860950000,144850000,1.003250003,,70.152,,570.5073467,9.8,27.6052,13.70698658
Belize,2005,1474950000,2.219538842,82.96956742,-1.104310444,10.9234754,2,949500000,263500000,17.86501237,214500000,674000000,697000000,-151221160.5,8.604255461,126908465.9,1023162269,71357473.86,279731,126755,10.91,60.74,252900000,921250000,143600000,0.983900011,,70.335,,575.5529419,17,34.3187,16.79611686
Belize,2006,1591150000,4.511447376,85.64239195,-7.113767713,10.64479796,2,963500000,276500000,17.37736857,217500000,824000000,749000000,-25383981.6,6.83961566,108828544.6,1054232126,113721681,287878,130397,9.39,60.978,303200000,961550000,151400000,0.994379997,,70.535,,597.4753194,24,40.9896,22.55186988
Belize,2007,1707100000,3.353248291,88.90219769,2.318082746,10.14103589,2,1023000000,297500000,17.42721575,245000000,863000000,774000000,-52089996.96,8.222935813,140373737.3,1075497699,108512535,296100,134071,8.51,61.216,344850000,1025350000,148300000,1.006839991,,70.652,,601.1482607,24.6,39.9574,21.88113883
Belize,2008,1738900000,-1.682116446,92.10763282,6.394431003,10.16862141,2,1076000000,367000000,21.10529645,256500000,936000000,897500000,-144877244.4,9.757228678,169668449.5,1275782808,166162897.2,304361,137760,8.18,61.453,352450000,1049200000,144900000,0.999750018,,70.665,,,26.3,52.5797,20.28704829
Belize,2009,1688500000,-0.389321468,89.78756215,-1.104310449,17.02948619,2,1048000000,275500000,16.31625703,272500000,767000000,745000000,-82838728.49,6.445963069,108840086.4,1291168231,213683331.6,312614,141442,8.328,61.69,327700000,1040150000,144250000,1.000800014,,70.806,,,27.2,51.7517,21.1278355
Belize,2010,1745700000,1.114035787,91.80646858,0.917977379,11.37893689,2,1089000000,265500000,15.20879876,285500000,885500000,773500000,-45736663.04,5.524997255,96449877.08,1303876871,217999757.4,320245,144840,8.416,61.926,315300000,1077550000,153000000,1.004420042,,70.875,,,28.2,60.6414,18.5898777
Belize,2011,1827050000,-0.244543781,96.32021509,1.602056156,8.050914228,2,1125500000,210500000,11.52130484,298500000,1039000000,919500000,-19948868.14,5.218714605,95348525.19,1274688747,237114250.4,327298,148030,8.43,62.162,341150000,1115700000,162350000,0.997409999,,70.975,,,30.7,67.9524,21.32375445
Belize,2012,1909400000,3.737775786,97.03468428,1.300580745,11.61292822,2,1182000000,238500000,12.49083482,307000000,1137500000,994000000,-33113119.85,10.17080804,194201408.8,1196357128,288924768.8,334414,151309,8.379,62.397,301100000,1185000000,198900000,0.990230024,,71.134,,,31,51.5597,19.69291791
Belize,2013,2032750000,4.454326007,98.89802472,0.509747769,9.467088898,2,1290000000,283500000,13.94662403,335000000,1140000000,1071500000,-72586237.49,4.53807556,92247730.94,1248681028,402752296.2,341627,154696,8.349,62.631,319250000,1265150000,205150000,0.989560008,,71.276,,,33.6,51.1128,17.78324548
Belize,2014,2138250000,4.030845578,100,1.201399645,9.600554523,2,1343000000,365500000,17.09341751,347500000,1186500000,1104000000,-135861423.2,6.598715321,141097030.3,1286357300,486876774.5,348923,158184,8.244,63.492,338700000,1323700000,217650000,0.990170002,,71.437,,,38.7,49.3805,17.95459596
Belize,2015,2193050000,2.876183795,99.69541993,-0.861584009,10.65732007,2,1346000000,366000000,16.68908598,377000000,1131000000,1151500000,-174735548.4,2.695753581,59119223.9,1279832151,437151657.9,356333,161797,7.578,63.872,318950000,1363500000,210850000,0.982169986,97.94930267,71.647,,,41.6,59.4798,20.25912135
Belize,2016,2240200000,0.054551654,101.7833208,0.663427168,7.587722321,2,1365500000,403000000,17.98946523,406000000,1059500000,1101500000,-163456303.4,1.461182528,32733410.99,1290298703,376735092.7,364705,165923,7,64.25,346350000,1385350000,172550000,0.977970004,,71.843,,,44.6,61.1256,20.81380741
Belize,2017,2266300000,-1.812853541,104.8703177,1.147653393,6.240326194,2,1372000000,341000000,15.04655165,426500000,1128500000,1085500000,-158035030.3,1.404563187,31831615.5,1338924309,312140148.2,373202,170184,6.596,64.034,319400000,1417600000,194000000,0.992389977,,72.062,,,48.9,64.1586,18.21381407
Belize,2018,2293250000,1.11057125,104.9518318,0.269982623,9.03025245,2,1417500000,379000000,16.52676333,445000000,1182500000,1126000000,-150794400,5.321776821,122041647,1348898447,294468435.1,380226,173855,7.896,66.942,313350000,1464850000,163800000,0.987559974,,72.322,,,53.6,64.7802,15.38352864
Belize,2019,2388300000,4.267636896,104.8281613,0.187069385,9.195337436,2,1476000000,402500000,16.85299167,448000000,1238500000,1200500000,-184645704.7,3.932095704,93910241.7,1377410087,277578761.1,385829,176964,9.053,69.726,335600000,1531650000,156100000,0.98872,,72.577,,,58.8,66.0705,15.92643291
Belize,2020,2042850000,-13.90291006,104.1446815,0.121434645,9.447766348,2,1284500000,379500000,18.57698803,354000000,770500000,901000000,-127919787.2,3.730220697,76202813.5,1527384211,348090076,390812,179871,10.784,64.449,333600000,1251900000,171100000,0.990760028,,71.58,,,64.4,67.5517,22.69502622
Belize,2021,2420550000,17.74617012,104.8015933,3.235636592,7.758625898,2,1522000000,529000000,21.85453719,404000000,1155500000,1248500000,-157868365.2,5.184585867,125495493.2,1451584243,420102782.5,395346,182654,10.322,61.821,412100000,1475000000,191750000,0.988839984,,70.917,,,70.7,66.7769,22.43866302
Belize,2022,2846700000,9.652977724,112.4022743,6.276893194,1.185095137,2,1821500000,640000000,22.48217234,450000000,1516500000,1573000000,-235565536.3,4.949870644,140907967.6,1468117940,482145605.5,402733,186852,8.763,61.975,439250000,1755400000,220600000,,,72.19,,,71.8,67.175,19.11506593
Belize,2023,3066850000,1.149016821,119.719327,4.389840175,1.80997445,2,1927571850,560459750,18.2747689,482906700,1695725300,1571443850,-19761053.46,0.52293169,16037530.53,1509919205,473729034.1,411106,191608,8.267,62.105,437550000,1913250000,248450000,,,73.566,,,72.4,,21.96925171
Belize,2024,3515783329,8.151789827,126.899562,3.28955986,2.282956505,2,,,,,,,-51761737.58,3.637318482,127880236.8,,498087320.7,417072,195348,7,62.034,,,,,,,,,,,
Benin,2000,3519991440,5.857714205,67.98902897,4.165404423,,710.207977,2888101219,563494396,16.00840245,284436235.1,725304886,941345994.1,-80783378.75,-0.363490759,-12794843.61,1504156541,,7221619,2768263,0.864,71.832,660221851.6,1243213920,828649421.5,0.633329988,,56.594,55.25076856,274.5814364,0.225,0.768193,12.68387917
Benin,2001,3666222635,5.333135706,69.328607,3.984295478,,732.3976933,3031375620,650854248,17.75272025,296355081.1,728426333.7,1040788979,-74992412.6,0.456588184,16739539.34,1628922367,,7445596,2877723,0.765,71.791,792135286,1378324449,918321412.2,0.646290004,47.95999908,56.654,58.42379844,283.2302734,0.363,1.67884,13.27892181
Benin,2002,4194342686,4.643030871,71.79269354,2.489162355,,693.7132265,3426575030,622177156.2,14.83372253,326585474.5,827401656.4,1008395973,-156932556.3,-0.462423415,-19395622.7,1851279355,,7675426,2996179,0.69,71.75,891552200,1501138919,1064638649,0.661450028,45,56.851,64.8823922,294.7241458,0.703,2.85027,13.61328875
Benin,2003,5349258094,3.443576776,73.9907734,1.487242461,,579.8974262,4297327900,811150266.3,15.16379004,472276240.1,997331579.8,1228828002,-331950912.9,0.198870349,10638088.26,1706632656,,7913070,3128511,0.747,71.764,1164283992,1990219939,1308106704,0.673150003,,57.092,61.41737657,301.4991517,0.951,2.98462,11.366391
Benin,2004,6190270380,4.429684554,74.56028852,0.873890831,,527.3380323,4880892660,942072805.4,15.21860513,545329876.2,1146038651,1324063350,-289010635.8,-0.658688596,-40774605.06,1994818355,,8159094,3266820,0.79,71.779,1268969810,2284043100,1641712278,0.694509983,,57.346,66.79663208,305.2795363,1.18,5.62957,13.25686578
Benin,2005,6567654954,1.713164564,77.76165689,5.364520858,3.596098155,527.2583626,5323184954,793769726.1,12.08604489,590502693.6,1213941697,1353744165,-226174696.2,-0.133820369,-8788860.127,1876387171,,8426144,3416212,0.86,71.793,1419506171,2496943049,1752869573,,,57.738,69.90148756,296.6474299,1.27,7.07639,12.19092972
Benin,2006,7034111315,3.943738828,79.39023255,3.782176965,2.588145618,522.4256249,5705975756,905533866.6,12.87346512,679968879.8,1270214596,1527581987,-217198381.2,-0.175764668,-12363482.36,1254967318,,8693242,3568489,0.889,71.808,1488207900,2760035757,1873310698,,42.36270142,57.966,70.97467205,339.2709728,1.54,12.1442,12.46486564
Benin,2007,8169048383,5.986349322,79.69997611,1.298068133,4.344562975,478.6337185,6460306526,1337834270,16.376868,781654190.1,1800691336,2211437454,-534763829,1.703869735,139189943,1498259890,,8953969,3721090,0.902,71.822,1593877504,3350116088,2203281144,,,58.249,75.27388134,358.1233736,1.79,22.9147,14.04519041
Benin,2008,9787734526,4.896577084,84.82799388,7.947298761,-1.362331084,446.0000414,7783197472,1344875897,13.74042066,1001636470,2167074922,2509050412,-538190533,0.49256299,48210757.85,1702121198,,9228466,3882323,0.894,71.837,1728574805,4287302866,2625672951,,,58.099,81.37863866,355.1915688,1.85,39.2846,12.64174075
Benin,2009,9738626517,2.319292139,86.98236371,0.896072356,2.377428574,470.2934233,7663555019,1447716826,14.86571873,1099356624,1940710263,2412711825,-651546427.8,-0.193121765,-18807407.38,2015238572,,9509423,4049112,0.949,71.851,1745113951,4293787554,2627379702,,,58.258,82.65485719,361.6537177,2.24,52.9301,11.45438675
Benin,2010,9535345016,2.114064726,87.74857888,2.207835325,4.195490191,494.7942622,7482080042,1488285157,15.60808921,1069090439,2199999385,2704110555,-530854983.7,0.561144748,53507087.74,2284118355,,9797484,4222030,1.04,71.866,1717225351,4247752074,2464041426,,,58.387,86.04249826,363.7435748,3.13,72.2115,11.38726242
Benin,2011,10693321364,2.963752919,91.0243062,2.704239077,1.468030817,471.2486257,8344171574,1760394155,16.46255728,1178782768,2229520238,2819548391,-516838833.5,1.508440505,161302390.8,2135217779,,10093623,4401627,2.647,71.88,1939495721,5023640845,2758556200,0.809689999,,58.462,87.48097685,352.901249,4.15,76.9318,12.12585154
Benin,2012,11141358116,4.811223316,98.03218386,6.744682533,-2.46960852,510.5563385,8527445816,1701988709,15.27631274,1239843837,2662421032,2990340509,-576935937.9,2.527057773,281548556.3,2620059365,,10397657,4587966,2.406,72.295,1889204966,5445018041,2871013880,,52.49246979,58.559,85.5000314,346.2208221,4.5,80.8629,13.53316774
Benin,2013,12517845124,7.191433721,99.40198599,0.428888889,3.836592954,493.8996239,9282602694,2361099968,18.86187235,1382249780,3451240666,3959347660,-673366862.3,2.878637471,360343380.3,3107685045,,10708834,4780638,2.099,72.707,2158540822,6186414309,3163936007,0.834890008,,58.863,91.51323104,366.7430878,4.9,89.9019,16.28315595
Benin,2014,13284527847,6.357679098,99.15568512,-0.548757551,5.599991796,493.7573299,9693561456,2558279325,19.25758563,1352391117,4175438842,4495143318,-885799913.3,3.054209933,405737369.1,3847583869,,11030004,4981812,1.872,73.115,2180200581,6579634236,3403290519,0.847899973,,59.008,104.2610683,367.294185,6,78.517,18.60437868
Benin,2015,11388160997,1.77815106,100,0.218785924,4.266334386,591.211698,8560727092,2360969860,20.73179209,1299546343,2815204783,3648295538,-679200532.3,1.315011821,149755663.3,3555460281,,11360681,5191263,1.82,73.519,1865961049,5607632615,3005573141,0.859269977,,59.123,96.91320441,379.4920267,11.3,82.0193,14.09786458
Benin,2016,11821065853,3.339673426,100.6835911,-0.793310146,4.580099734,592.6056151,8655442794,2396371151,20.2720396,1215302356,3263416598,3709467046,-354241236,1.11488131,131790853.8,4222872533,,11697842,5407795,1.784,73.919,1856151835,5698131969,3280775529,0.877080023,,59.283,92.06826353,409.0388211,14.5,76.0182,17.95183741
Benin,2017,12701655837,5.671561952,100.3131785,0.043264856,7.329027718,580.6567496,9224704680,3043370369,23.96042223,1331004519,3455561018,4352984748,-531029511.4,1.581704952,200902719.3,4821092709,,12039780,5630764,1.659,74.315,1918913560,6147725803,3618576831,,58.81219864,59.528,95.10140551,412.3043521,18.7,72.8671,18.25300624
Benin,2018,14262408090,6.697253622,100.9857258,0.919170718,6.052308163,555.4464584,10047825828,3763352168,26.38651302,1484788764,3889962074,4923520744,-648824804.9,1.360735733,194073683.2,6901298964,,12383347,5858809,1.41,74.707,2088295624,6960066392,4002712585,,,59.71,96.90433451,423.2833238,19,76.408,20.34730099
Benin,2019,14391686313,6.865686628,100.5842532,0.732849371,7.114169778,585.9508138,9850881045,3688560502,25.62980058,1488397300,4264332527,4900485060,-575592817.8,1.516207809,218207871.7,6948620010,,12726755,6091152,1.214,75.095,2347652638,6911869473,3867881064,,,59.888,98.68972884,414.5436411,20.5,81.3235,22.22448134
Benin,2020,15686741894,3.8487924,103.4791005,3.022721197,3.557093414,574.2945496,10675625822,4021114869,25.63384351,1788188517,3117343144,3915530458,-273966712.9,1.109344141,174019952.1,8419708040,,13070169,6327922,1.502,74.791,2555456383,7513530860,4252546317,0.890009999,,60.154,98.46850488,426.1854787,22.1,85.2391,21.5767231
Benin,2021,17687623535,7.155451646,105.1541426,1.733539627,4.557501514,554.6077989,11902119611,5102988755,28.85061832,1782198674,3700039684,4799723190,-734659106.6,1.956086611,345985235.7,10080172315,,13413417,6568819,1.779,75.987,2912691785,8115961313,5046093382,0.897289991,65.3227005,59.61,113.2448205,376.0552953,28.2,94.9183,22.84294641
Benin,2022,17425405084,6.252947054,109.5064668,1.350778636,,622.9123482,10724462308,5427729936,31.14837164,1752574023,3627155580,4106516763,-991004622.5,2.157705376,375988902.2,10736679249,,13759501,6815631,1.685,75.784,2965425240,8171454643,4686855234,,66.40000153,60.475,105.3090515,375.8209836,30,105.745,28.58963038
Benin,2023,19673290996,6.352777385,113.2139368,2.738700784,,606.6549823,11926053872,6793317653,34.53066218,1869761286,3935350520,4851357173,-1608543371,2.25158091,442960064.4,12482753039,,14111034,7069628,1.657,75.591,3403911713,9388532472,4997403942,,,60.774,,,32.2,116.036,30.15465625
Benin,2024,21482643720,7.453115662,114.9925845,1.160930896,,606.3452976,12649557983,7532176827,35.0616848,1936520337,4047363787,4683140137,,,,,,14462724,7328118,1.722,75.678,3734505749,10500617429,5205614709,,,,,,,,
Bhutan,2000,460733418.4,3.355068382,39.54071248,4.012120811,-0.452380923,44.941605,184483843,248989772.4,54.04204741,110298686.5,129011858.8,212052951.8,,,,211571982.8,317632400.6,596863,151711,1.66,69.808,153508623,194229850,99613342.69,0.857159972,,61.842,,,0.401,0,
Bhutan,2001,496110225.7,7.328374357,41.65113104,3.414789461,9.983959124,47.18641417,176364323.8,304558002.6,61.38918064,117406675.6,125226723.1,227480732.1,,,,272712510.2,323362186.7,610794,161738,1.9,69.648,175746970.3,202317319.6,103605618.3,0.881630003,,63.323,,,0.865,0,
Bhutan,2002,559345263.7,10.44377972,43.80249228,2.455357143,9.787592458,48.61031917,185598452.9,383539964,68.56944876,126907210.8,128203231.9,264923174,,0.4336159,2425410,386049931.1,354949465.1,624409,172150,1.853,69.519,199851722.8,219246769.4,116455580.1,,,63.984,,,1.68,0,
Bhutan,2003,651935430.3,7.786560409,45.39002879,2.572308617,11.15876578,46.58328417,227978774.5,435885971.5,66.860298,145438436.7,158790865.8,316143447.5,,0.516969909,3370310,493626169.2,366596385.8,637663,182933,1.8,69.425,235639329.3,259263370.1,128997436.1,,,64.662,,,2.44,0.353635,
Bhutan,2004,735348490.4,5.157257362,47.36262567,4.105936983,10.21038715,45.31646667,288151324.8,498075015.4,67.73319343,167930125.7,218044359,436861064.2,,1.204858664,8859910,601316819.9,398620011.7,650544,194090,2.49,69.373,254243158.5,300680697.4,142499617.2,,,65.29,,276.6915074,3.16,2.94185,
Bhutan,2005,860391000.2,6.935071468,50.43134605,5.312631046,7.532736363,44.099975,342902688.7,526689641,61.21514995,205306238.8,313220132.2,527755401.2,,0.721867151,6210880,656602174.2,467426180.8,661865,204946,3.1,69.389,292901138.8,369925291.3,155162351,0.960030019,74,65.875,,308.2199542,3.85,5.43918,
Bhutan,2006,942879878.5,5.640805154,53.74726951,5.00045438,6.966800392,45.30700833,316441112.2,450769117.2,47.80769295,218354741.1,488533694.4,531264390.7,-37902200.9,0.649361842,6122702.143,721112613.6,545324764.6,670799,212724,3.13,69.47,335665798.1,401817992.5,163507621.2,0.976939976,,66.499,,314.5502602,4.52,12.2359,54.01264505
Bhutan,2007,1255767964,16.10478365,56.26703713,5.156111388,8.894817229,41.34853333,482967557.8,538955033.8,42.91836145,261677965.7,657484027.3,685296380.4,84937868.85,5.881322974,73855769.76,801238273.2,699049465.4,678641,220348,3.7,69.566,522674168.4,496406012.8,187187799.4,0.984350026,,67.152,,359.5420848,5.92,22.0203,42.11195548
Bhutan,2008,1317517835,4.529448777,59.42146898,8.327160494,7.810135522,43.50518333,578183983.3,581861706,44.16347853,272864040.1,613949836.7,729315401.3,-112487375.5,0.238630623,3144001.019,693075804.2,764803120.5,686351,228116,3.842,69.646,537753131.6,536276604.1,190877937.5,0.999170005,,67.733,,,6.55,36.9241,35.43988803
Bhutan,2009,1331343798,7.667492386,62.05033385,4.361122191,8.930793386,48.40526667,575247317.6,668191748.6,50.18927115,309305183.7,565372359.2,786732567.8,-65940668.75,1.374529048,18299707.23,786548880.3,890893416.6,693988,236025,3.96,69.7,525333753.5,569574525.8,186460756.4,1.020990014,,68.156,,,7.17,48.8392,35.29072676
Bhutan,2010,1708880730,11.93187384,67.21724183,7.036383161,5.160030455,45.72581212,719168670,1075457643,62.93345252,362606212.4,673077626.3,1121429422,-323097108.1,4.404872013,75274009.03,934629272.1,1002139102,701632,244119,3.32,68.15,672016160.2,734909411.8,212120954.8,1.029000044,,68.765,,,13.6,56.1998,37.03494706
Bhutan,2011,1977728659,8.489258484,73.18627132,8.848985699,4.702226668,46.67046667,743462359.2,1349206315,68.2199911,418041968.6,750018031.7,1283000014,-526214663.8,1.574615139,31141614.86,1070492250,789643751.6,709377,252432,3.23,67.41,740024189.2,885091790.5,233364744.3,1.032220006,,69.28,,,14.4,68.2555,42.43636993
Bhutan,2012,1973387228,5.164820127,79.50721841,10.91965694,4.936823311,53.43723333,645992287.8,1370492306,69.44872689,400299214.6,706237987.7,1149634567,-377036786.3,1.235473364,24380673.57,1449649027,954678385.1,717279,260882,2.05,64.4,754084368.5,836574324.5,228379897.6,1.037469983,86,69.759,,,15.6,78.1969,50.68589439
Bhutan,2013,1943696952,1.736340395,84.40814798,8.776383453,7.416222677,58.59784542,734857075.4,1244244468,64.01432421,356907435.8,727610629.7,1119922659,-472191887.7,1.051276592,20433631.07,1628150561,991306676.5,725273,269432,2.87,65.3,755019077.9,825236354.7,230379212.8,1.038370013,,70.161,,,22.4,75.0527,43.9906377
Bhutan,2014,2089079571,5.881085507,89.23817535,8.271060939,7.853382655,61.02951446,938348163.8,1180579695,56.51195441,378683200.7,714242546.6,1122774035,-490282016.2,1.126569427,23534931.75,1941155641,1245086667,733139,277992,2.63,62.61,786433065.8,899142144.6,252022010.2,1.04076004,,70.504,,,30.3,85.1866,35.13793133
Bhutan,2015,2187815803,6.660801289,92.10252203,4.548143951,11.32262501,64.15194446,1115829745,1234608753,56.43111049,418613861.5,689951582.8,1271188136,-548326099.4,0.29485818,6450953.85,2111104023,1103179129,740618,286456,2.45,63.14,841611053.9,957056503.2,262430048.9,1.035249949,,70.797,,,39.8,91.241,27.06928191
Bhutan,2016,2357504761,8.475943392,95.83167301,3.219886894,9.708017812,67.19531281,1122982609,1329618252,56.39938777,426833883.5,639422100.8,1161352084,-622690306,0.504099188,11884162.35,2389670352,1127277332,747866,294869,2.705,62.961,906436920.7,1023193851,282956485.4,1.048089981,,71.119,,,46.5,93.3821,32.49786746
Bhutan,2017,2591358009,2.086845227,100,4.95508367,9.487686411,65.12156865,1232001884,1403680822,54.16776906,471241155.1,737148272.6,1252714125,-540419849.6,-0.638806367,-16553759.95,2707950877,1206238191,754335,302994,3.016,62.782,1011637127,1120485551,335057211.2,1.049270034,93,71.413,,,54.3,96.8566,32.9057331
Bhutan,2018,2583335722,3.501871857,101.1508628,2.723963862,12.70294379,68.38946709,1261955343,1395402155,54.01551733,477786016.4,754068443,1305876237,-478153519.9,0.102559427,2649454.311,2651977085,987247035.6,759759,310703,3.35,62.603,911018856.2,1178374038,350065757.9,1.058220029,,71.711,,,63.5,92.6023,31.90639511
Bhutan,2019,2735683570,5.755148512,104.29464,2.726430374,10.56367182,70.42034054,1313275972,1260749565,46.08535793,523001074.4,860577748.4,1221920791,-500801565.7,0.475617042,13011377.29,2803804732,1238371618,764824,318259,2.72,66.364,905344468.6,1357647484,353832021.3,,,72.005,,,74.2,95.3473,30.79018902
